SN,GANTRY_HEIGHT,ADDRESS,CAR_PARK_NO,X_COORD,Y_COORD,CAR_PARK_TYPE
1951,2.15,BLK 103A RIVERVALE WALK,SK12,35494.0265,40573.0138,MULTI-STOREY CAR PARK
1952,4.5,BLK 521/524 JURONG WEST STREET 52,J27,15018.2256,36557.7852,SURFACE CAR PARK
1953,0,BLKS 556/557 BEDOK NORTH STREET 3,B44B,37970.7092,34944.8181,SURFACE CAR PARK
1954,4.5,BLK 301-313 SHUNFU ROAD,SH1,28554.1079,36984.0277,SURFACE CAR PARK
1955,0,BLK 21 TO 23 HAIG ROAD,HR5,34875.6086,32812.5333,SURFACE CAR PARK
1956,2,BLK 548A HOUGANG STREET 51,HG60,34440.7881,40108.8916,MULTI-STOREY CAR PARK
1957,2.15,BLK 60A STRATHMORE AVENUE,SAM,25613.7877,30550.6392,MULTI-STOREY CAR PARK
1958,4.5,BLK 201D/209/208A TAMPINES STREET 21,T17,41349.1055,37121.3281,SURFACE CAR PARK
1959,2.15,BLK 108A MCNAIR ROAD,MNRM,30906.0026,33644.1601,MULTI-STOREY CAR PARK
1960,2,BLK 2A LORONG LEW LIAN,SE29,32727.6274,36890.9379,MULTI-STOREY CAR PARK
1961,0,BLK 115A COMMONWEALTH DRIVE,Q65,24153.2643,31983.7356,SURFACE CAR PARK
1962,2.15,BLK 501 YISHUN STREET 51,Y71M,28841.6832,44257.3977,MULTI-STOREY CAR PARK
1963,2.15,BLK 468 YISHUN STREET 43,Y78M,30049.0899,45166.0749,MULTI-STOREY CAR PARK
1964,4.5,BLK 731/746 YISHUN STREET 71/72/AVENUE 5,Y8,27772.9219,45686.2734,SURFACE CAR PARK
1965,1.9,BLK 527A CHOA CHU KANG STREET 51,CK36,17735.8704,41577.6177,MULTI-STOREY CAR PARK
1966,1.9,BLK 114A LORONG 3 GEYLANG MSCP,SDM,32577.6928,32750.7372,MULTI-STOREY CAR PARK
1967,2.15,BLK 50A SIMS DRIVE,SDM2,33023.254,33156.8404,MULTI-STOREY CAR PARK
1968,1.9,BLK 401A FAJAR ROAD,BJ17,20836.1138,40357.2456,MULTI-STOREY CAR PARK
1969,2.15,BLK 146A LORONG 2 TOA PAYOH,TPMJ,29353.495,35161.8974,MULTI-STOREY CAR PARK
1970,5.4,BLK 132 - 139 SIMEI STREET 1,SI7,41685.6118,36617.7899,SURFACE CAR PARK
1971,2.15,BLK 246 ANG MO KIO STREET 21,A102,28048.8332,38931.3681,MULTI-STOREY CAR PARK
1972,2.15,BLK 642 SENJA CLOSE,BJ71,20059.0451,40996.4518,MULTI-STOREY CAR PARK
1973,1.9,BLK 10A BEDOK SOUTH AVENUE 2,B68,39530.0381,33861.6257,MULTI-STOREY CAR PARK
1974,0,BLK 355 CHOA CHU KANG LOOP,CKK1,18073.929,40606.0548,SURFACE CAR PARK
1975,2.15,BLK 95A DAWSON ROAD,DWSP,25624.299,30937.9005,MULTI-STOREY CAR PARK
1976,2.15,BLK 78A DAWSON ROAD,DWVT,25420.9278,30734.4029,MULTI-STOREY CAR PARK
1977,0,BLK 178A TO 178B HOUGANG STREET 12,GHCL,34157.9132,36602.6148,SURFACE CAR PARK
1978,2.15,BLK 176 HOUGANG STREET 13,GHOM,34212.2076,36739.4943,MULTI-STOREY CAR PARK
1979,2.15,BLK 24 GHIM MOH LINK,GMLM,22713.9209,32338.0954,MULTI-STOREY CAR PARK
1980,2.15,BLK 691 WOODLANDS DRIVE 73,W691,24983.383,46920.8143,MULTI-STOREY CAR PARK
1981,2.15,BLK 424A CANBERRA ROAD,SB12,26413.575,48309.133,MULTI-STOREY CAR PARK
1982,0,BLK 124 TO 128 GEYLANG EAST AVENUE 1,GE3,34014.6484,33308.1484,SURFACE CAR PARK
1983,4.5,BLK 129-134 GEYLANG EAST AVENUE 1/2,GE5,34037.1328,33202.9687,SURFACE CAR PARK
1984,2.15,BLK 5A GHIM MOH ROAD,GM1B,22985.068,32801.7739,MULTI-STOREY CAR PARK
1985,2.15,BLK 8A GHIM MOH ROAD,GM2A,22874.5952,32575.0244,MULTI-STOREY CAR PARK
1986,0,WOODLANDS AVENUE 5,W60,23521.1992,46312.5,SURFACE CAR PARK
1987,2,BLK 253A CHOA CHU KANG AVENUE 1,CK32,18055.7989,39931.0181,MULTI-STOREY CAR PARK
1988,1.8,"BLK 135-138,141,142 & 145 TECK WHYE LANE/AVENUE",CK4,18912.6962,40234.9502,SURFACE CAR PARK
1989,1.8,BLK 144/145 TECK WHYE LANE/AVENUE,CK4A,18972.5753,40347.8975,SURFACE CAR PARK
1990,1.9,BLK 500A PASIR RIS STREET 52,PM25,40496.5258,39820.0373,MULTI-STOREY CAR PARK
1991,2,BLK 649A PASIR RIS DRIVE 10,PM34,39728.975,39998.0806,MULTI-STOREY CAR PARK
1992,0,BLK 125 TO 126 ALJUNIED ROAD,M33,33436.9727,33943.3672,SURFACE CAR PARK
1993,0,BLK 143 TO 145 POTONG PASIR AVENUE 2/3,PP2,31643.1687,34986.5402,SURFACE CAR PARK
1994,0,BLK 145 POTONG PASIR AVENUE 2/3,PP9T,31643.7896,34932.8598,SURFACE CAR PARK
1995,9.99,BLK 557-562 PASIR RIS STREET 51,PR14,41151.375,38747.043,SURFACE CAR PARK
1996,2.15,BLK 275 COMPASSVALE LINK,SK68,34780.0509,40557.9461,BASEMENT CAR PARK
1997,0,BLK 263 COMPASSVALE STREET,SK59,34958.0485,41925.5733,SURFACE CAR PARK
1998,4.5,BLK 875/886A TAMPINES STREET 84 /AVENUE 8,T49,38918.6987,37122.0189,SURFACE CAR PARK
1999,4.5,BLK 415/417 YISHUN RING ROAD/AVENUE 11,Y57,29461.0058,45083.3281,SURFACE CAR PARK
2000,2.15,BLK 216 BIDADARI PARK DRIVE,GBGM,32934.2073,36120.6952,MULTI-STOREY CAR PARK
2001,0,BLK 223A TO 224B MOUNT VERNON ROAD,GBML,33045.7575,35941.8891,SURFACE CAR PARK
2002,2.15,BLK 221 MOUNT VERNON ROAD,GBM1,33262.3125,35981.9309,MULTI-STOREY CAR PARK
2003,2.15,BLK 222 MOUNT VERNON ROAD,GBM2,33100.5666,35890.0749,MULTI-STOREY CAR PARK
2004,5.4,"BLK 327-328,332-334,358-363 HOUGANG AVENUE 5",HG14,35023.2798,39024.5479,SURFACE CAR PARK
2005,0,"BLK 581,582 AND 582A BUANGKOK GREEN",HG2D,33994.2969,40153.4168,SURFACE CAR PARK
2006,2.15,BLK 339 YISHUN AVENUE 6,Y85M,29534.0087,46150.0927,MULTI-STOREY CAR PARK
2007,0,BLK 90 WHAMPOA DRIVE,BR10,30357.7598,33918.1953,SURFACE CAR PARK
2008,4.5,BLK 621A - 621B EDGEFIELD WALK,PL33,36521.4363,42569.3563,SURFACE CAR PARK
2009,4.5,BLK 497-498 JURONG WEST STREET 41,J55,15866.4258,36751.25,SURFACE CAR PARK
2010,2.15,BLK 814 JELLICOE ROAD,JRM,31175.747,32165.4237,MULTI-STOREY CAR PARK
2011,0,BLK 178/184 BUKIT BATOK WEST AVENUE 8,U10,18029.1321,36437.8173,SURFACE CAR PARK
2012,0,BLK 202 TO 204 TOA PAYOH NORTH,TP63,29748.8203,35990.7969,SURFACE CAR PARK
2013,4.5,BLKS 8/10 JALAN RUMAH TINGGI,BM5,25139.9101,30093.7491,SURFACE CAR PARK
2014,2.15,BLK 805 KEAT HONG CLOSE,CK74,17975.1882,39477.9306,MULTI-STOREY CAR PARK
2015,0,BLK 646 TAMPINES STREET 62,NT7L,40166.8931,38573.2629,SURFACE CAR PARK
2016,2.4,BLK 634/ 629 TAMPINES NORTH DRIVE 2,NT8,39893.7093,38667.9402,MULTI-STOREY CAR PARK
2017,2.15,BLK 641 TAMPINES STREET 62,NT9,40335.8086,38749.5219,MULTI-STOREY CAR PARK
2018,2.15,BLK 296A YISHUN STREET 20,Y21M,28170.8701,46340.318,MULTI-STOREY CAR PARK
2019,2.15,BLK 517A JELAPANG ROAD,BJ34,20565.9376,41081.058,MULTI-STOREY CAR PARK
2020,4.5,BLK 7/8/9 GHIM MOH ROAD,GM2,22974.2865,32655.7823,SURFACE CAR PARK
2021,2.15,BLK 137 EDGEDALE PLAINS,PL12,36467.5455,41586.9263,MULTI-STOREY CAR PARK
2022,2.15,BLK 18A JALAN MEMBINA,JMB2,27274.0467,29729.2354,MULTI-STOREY CAR PARK
2023,2.15,BLK 238A SERANGOON AVENUE 2,SE50,31927.5751,37333.0762,MULTI-STOREY CAR PARK
2024,2.15,BLK 642 PUNGGOL DRIVE,PL17,37244.6093,42288.7308,MULTI-STOREY CAR PARK
2025,2.15,BLK 162 PUNGGOL CENTRAL,PL18,37013.9934,41998.5248,MULTI-STOREY CAR PARK
2026,4.5,BLK 227/235 YISHUN STREET 21,Y15,28389.0234,46261.6211,SURFACE CAR PARK
2027,2.15,BLK 675 JURONG WEST STREET 64,JM26,13511.8473,36412.4785,MULTI-STOREY CAR PARK
2028,0,BLK 1 THOMSON ROAD,BH1,29017.3398,34136.332,SURFACE CAR PARK
2029,2.15,BLK 676 JURONG WEST STREET 64,JM27,13673.3012,36493.4353,MULTI-STOREY CAR PARK
2030,2.1,BLK 990 JURONG WEST STREET 93,JM28,12683.1316,35279.6451,MULTI-STOREY CAR PARK
2031,0,BLK 61 LENGKOK BAHRU,BM6,25823.7973,30215.5782,SURFACE CAR PARK
2032,2.15,BLK 473A PASIR RIS DRIVE 6,PM1,41720.207,39587.085,MULTI-STOREY CAR PARK
2033,2.15,BLK 526 PASIR RIS STREET 51,PM20,40702.1342,38896.9108,MULTI-STOREY CAR PARK
2034,2.15,BLK 530 PASIR RIS DRIVE 1,PM21,40920.1747,39245.8244,MULTI-STOREY CAR PARK
2035,2,BLK 757A PASIR RIS STREET 71,PM43,39108.47,39913.5495,MULTI-STOREY CAR PARK
2036,0,BLK 84 TELOK BLANGAH HEIGHTS,TBK,25410.0758,28869.5953,SURFACE CAR PARK
2037,0,BLK 157 SERANGOON NORTH AVENUE 1,SE1R,32008.2454,39269.0556,SURFACE CAR PARK
2038,4.5,BLK 151/154 SERANGOON NORTH AVENUE 1/2,SE11,32462.735,39138.1824,SURFACE CAR PARK
2039,4.5,BLK 201/206 MARSILING DRIVE,W13,21488.674,47244.6194,SURFACE CAR PARK
2040,2.15,BLK 13A UPPER BOON KENG ROAD,UBKM,32179.7655,33010.5845,MULTI-STOREY CAR PARK
2041,0,BLK 144/149 BUKIT BATOK WEST AVENUE 6,U5,18135.2799,36917.0123,SURFACE CAR PARK
2042,0,BLK 441/445 PASIR RIS DRIVE 6,PR6,41830.3635,39044.8529,SURFACE CAR PARK
2043,3,BLK 419A YISHUN AVENUE 11,Y49H,29580.5785,45145.6412,SURFACE CAR PARK
2044,3,BLK 418/419 YISHUN AVENUE 11,Y49L,29552.0163,45080.7449,SURFACE CAR PARK
2045,2.15,BLK 996 BUANGKOK CRESCENT,HG3C,33418.229,40968.2736,MULTI-STOREY CAR PARK
2046,2.15,BLK 998 BUANGKOK CRESCENT,HG3D,33158.7215,40684.5984,MULTI-STOREY CAR PARK
2047,2.15,BLK 993 BUANGKOK LINK,HG3E,33602.1418,40785.1834,MULTI-STOREY CAR PARK
2048,2.15,BLK 310 PUNGGOL WALK,PL65,35389.8621,43509.9902,BASEMENT CAR PARK
2049,2.15,BLK 682 JURONG WEST CENTRAL 1,JM2,13715.4817,36231.4554,MULTI-STOREY CAR PARK
2050,0,BLK 50/51 STRATHMORE AVENUE,SMML,25259.6207,30666.3245,SURFACE CAR PARK
2051,2,BLK 610A CHOA CHU KANG STREET 62,CK49,18006.9629,42295.9806,MULTI-STOREY CAR PARK
2052,5.4,BLK 415-420 LORONG LEW LIAN,L1,32678.1348,36847.0548,SURFACE CAR PARK
2053,4.5,BLK 10/13 MARSILING LANE,W5,21865.5141,46936.8596,SURFACE CAR PARK
2054,0,BLK 119 ALJUNIED CRESCENT,GE1C,33896.2141,33557.8016,SURFACE CAR PARK
2055,2.15,BLK 799 WOODLANDS DRIVE 60,W799,24281.4205,47567.8164,MULTI-STOREY CAR PARK
2056,1.9,BLK 230A TAMPINES STREET 21,TM16,41011.0361,37538.3082,MULTI-STOREY CAR PARK
2057,2.15,BLK 353 ANCHORVALE LANE,S113,33824.527,41667.8944,MULTI-STOREY CAR PARK
2058,4,BLK 974/980 JURONG WEST STREET 93,J69,12455.3311,35761.7852,SURFACE CAR PARK
2059,2.15,BLK 967 JURONG WEST 91 JURONG WEST STREET 93,J69M,12422.54,35944.981,MULTI-STOREY CAR PARK
2060,2.15,BLK 674 JURONG WEST STREET 65,JM22,13451.5242,36321.3672,MULTI-STOREY CAR PARK
2061,2.1,BLK 115 JALAN AYER,KRM,32454.2248,32632.6824,MULTI-STOREY CAR PARK
2062,3.8,BLK 42/43 TELOK BLANGAH RISE,TB11,26911.2155,28123.4116,SURFACE CAR PARK
2063,0,BLK 413 PANDAN GARDENS,P15,18521.3692,33566.3085,SURFACE CAR PARK
2064,1.9,BLK 678 PERUMAL ROAD,BKE7,30448.766,32767.6002,MULTI-STOREY CAR PARK
2065,2.15,BLK 118A TECK WHYE LANE,CK3A,18725.4974,40162.9532,MULTI-STOREY CAR PARK
2066,2.15,BLK 686 JURONG WEST CENTRAL 1,JM11,13624.8076,35994.9675,MULTI-STOREY CAR PARK
2067,2.15,BLK 270 PUNGGOL FIELD,PL40,35326.1743,42841.9622,MULTI-STOREY CAR PARK
2068,2.15,BLK 273 PUNGGOL PLACE,PL41,35636.9282,42723.6586,MULTI-STOREY CAR PARK
2069,2.15,BLK 450 SENGKANG WEST WAY,SK83,32461.1013,41787.9348,MULTI-STOREY CAR PARK
2070,3.8,BLK 5 CHANGI VILLAGE ROAD,CV3,45045.6516,41323.3393,SURFACE CAR PARK
2071,0,BLK 6 CHANGI VILLAGE ROAD,CV4,45264.5806,41344.1397,SURFACE CAR PARK
2072,0,BLK 101/108 TECK WHYE LANE,CK1,19169.1019,39939.7774,SURFACE CAR PARK
2073,2.15,BLK 169 PUNGGOL FIELD,PL45,37034.4487,41726.1275,MULTI-STOREY CAR PARK
2074,2.15,BLK 576A HOUGANG AVENUE 4,HG72,33852.9205,40066.849,MULTI-STOREY CAR PARK
2075,2,BLK 216A PASIR RIS STREET 21,PM9,42233.462,38924.6687,MULTI-STOREY CAR PARK
2076,0,BLK 134 TO 142 POTONG PASIR AVENUE 3,PP3,31619.7981,35088.4721,SURFACE CAR PARK
2077,4.5,BLK 446/449/453 ANG MO KIO STREET 43,A37,30474.8188,38904.5192,SURFACE CAR PARK
2078,4.5,BLK 921-941 TAMPINES STREET 91,T39,39926.9824,36424.8207,SURFACE CAR PARK
2079,4.5,"BLK 203/206, 213/222 YISHUN STREET 21",Y14,28260.7012,46043.2891,SURFACE CAR PARK
2080,9.99,BLK 159/164 BUKIT BATOK STREET 11,U7,17847.5676,36758.9474,SURFACE CAR PARK
2081,1.85,BLK 311A TAMPINES STREET 33,TM7,41833.9252,37212.6124,MULTI-STOREY CAR PARK
2082,2.15,BLK 649A WOODLANDS RING ROAD,W87,24317.8529,46691.9568,MULTI-STOREY CAR PARK
2083,4.5,BLK 251/253 TAMPINES STREET 21,T27,40784.043,37234.2773,SURFACE CAR PARK
2084,0,BLK 601/605 BEDOK RESERVOIR ROAD,B50,36875.1304,34739.7397,SURFACE CAR PARK
2085,2,BLK 734 PASIR RIS ST 72,PDR7,39453.4352,40190.3477,SURFACE/MULTI-STOREY CAR PARK
2086,0,DEPOT ROAD LORRY PARK,TB23,25985.6543,29309.834,SURFACE CAR PARK
2087,2.15,BLK 121 EDGEDALE PLAINS,PL66,36352.1816,41721.0087,MULTI-STOREY CAR PARK
2088,4.5,BLK 278-281 BISHAN STREET 24,BE36,29248.3008,37730.4375,SURFACE CAR PARK
2089,2,BLK 65A MARINE DRIVE,MP1M,36524.3349,31701.1168,MULTI-STOREY CAR PARK
2090,2.15,BLK 165 TECK WHYE CRESCENT,TWM4,19166.6753,40542.0167,MULTI-STOREY CAR PARK
2091,2.15,BLK 476 YISHUN STREET 44,Y81M,30194.3665,45535.3488,MULTI-STOREY CAR PARK
2092,0,BLK 215 ANG MO KIO STREET 22,A1,28934.1777,38749.8516,SURFACE CAR PARK
2093,2.15,BLK 2A GHIM MOH ROAD,GM1A,22836.9123,32767.7127,MULTI-STOREY CAR PARK
2094,9.99,BLK 174/179 BOON LAY DRIVE,BL3,14190.8096,36556.4297,SURFACE CAR PARK
2095,4.5,BLK 221 BOON LAY PLACE,BL8,14653.3598,36396.1197,SURFACE CAR PARK
2096,2.8,BLK 547C BEDOK NORTH AVENUE 1,B48B,38287.6513,34686.6961,BASEMENT CAR PARK
2097,4.5,BLK 101-104 CLEMENTI STREET 14,C25,20840.7482,33844.4911,SURFACE CAR PARK
2098,2.15,BLK 115 CANBERRA WALK,SB40,27486.3855,47524.8095,MULTI-STOREY CAR PARK
2099,2.15,BLK 289H BUKIT BATOK STREET 25,BBM3,19831.2917,36294.3127,MULTI-STOREY CAR PARK
2100,2.15,BLK 288H BUKIT BATOK STREET 25,BBM4,19860.3631,36409.798,MULTI-STOREY CAR PARK
2101,2,BLK 290H BUKIT BATOK STREET 24,BBM5,19610.472,36154.6192,MULTI-STOREY CAR PARK
2102,2,BLK 504A SERANGOON NORTH AVENUE 4,SE38,32718.2316,39550.3266,MULTI-STOREY CAR PARK
2103,2.15,BLK 28 DOVER CRESCENT,AR2M,22252.486,31896.9749,MULTI-STOREY CAR PARK
2104,0,BLK 501/508 TAMPINES CENTRAL 1,T55,40456.9061,37597.9862,SURFACE CAR PARK
2105,2.15,BLK 304 ANCHORVALE LINK,SK42,34233.6919,41090.2204,MULTI-STOREY CAR PARK
2106,0,BLK 140/143 BUKIT BATOK STREET 11,U4,17973.0318,36974.1108,SURFACE CAR PARK
2107,2.15,BLK 461 BUKIT BATOK WEST AVENUE 8,U64,17583.3446,37408.1445,MULTI-STOREY CAR PARK
2108,4.5,BLK 537/539 BEDOK NORTH STREET 3,B45,38250.9386,34876.1148,SURFACE CAR PARK
2109,1.9,BLK 245A PASIR RIS STREET 21,PM6,42477.8773,39204.2227,MULTI-STOREY CAR PARK
2110,2.15,BLK 191C RIVERVALE DRIVE,SK20,35851.5524,41777.5921,MULTI-STOREY CAR PARK
2111,2.15,BLK 119 RIVERVALE DRIVE,SK27,35803.6315,40755.9683,BASEMENT CAR PARK
2112,0,BLK 668 CHANDER ROAD,BKE1,30034.1445,32237.498,SURFACE CAR PARK
2113,2.15,BLK 508 WELLINGTON CIRCLE,SB29,26527.1938,48294.3119,MULTI-STOREY CAR PARK
2114,2.15,BLK 227 BARTLEY WALK,BA12,32790.8835,35819.1717,MULTI-STOREY CAR PARK
2115,2,BLK 624A ELIAS ROAD,PDR6,40080.023,39994.5551,MULTI-STOREY CAR PARK
2116,2.15,BLK 3A TELOK BLANGAH CRESCENT,TBC3,26248.2192,29055.7391,MULTI-STOREY CAR PARK
2117,0,BLK 76 GUAN CHUAN STREET,TE21,27806.9987,29492.094,SURFACE CAR PARK
2118,4.5,BLK 816-821 WOODLANDS STREET 82,W37,23227.4135,47060.8098,SURFACE CAR PARK
2119,4.5,BLK 75A/B REDHILL ROAD,RHS,26029.8967,30077.9357,SURFACE CAR PARK
2120,2.15,BLK 296 BUKIT BATOK STREET 22,U53,18363.2733,36194.2818,MULTI-STOREY CAR PARK
2121,4.5,BLK 72 TO 76 MARINE DRIVE,MP12,36262.5434,31721.8625,SURFACE CAR PARK
2122,0,BLK 84 TO 86 MARINE PARADE ROAD,MP16,36149.1148,31581.2922,SURFACE CAR PARK
2123,2.15,BLK 57 DAWSON RD,PDQ5,25514.1791,30563.4425,SURFACE/MULTI-STOREY CAR PARK
2124,2.15,BLK 34A MARSILING DRIVE,W12M,21198.8774,47366.6434,MULTI-STOREY CAR PARK
2125,4.5,BLK 417/422 JURONG WEST STREET 42,J53,16137.4785,36983.8477,SURFACE CAR PARK
2126,2.15,BLK 354 ADMIRALTY DRIVE,SB23,26338.6026,47963.0686,MULTI-STOREY CAR PARK
2127,2.15,BLK 149 TOWNER ROAD,TWCM,30894.0285,33393.6983,MULTI-STOREY CAR PARK
2128,4.5,BLK 304/305 WOODLANDS STREET 31,W28,21382.8242,45760.7109,MULTI-STOREY CAR PARK
2129,4.5,BLK 6/7 MARSILING DRIVE,W4,21712.5314,47125.2891,SURFACE CAR PARK
2130,4.5,BLKS 535-542 BUKIT BATOK STREET 51/52,U33,18873.0414,37452.2798,SURFACE CAR PARK
2131,2.15,BLK 16A GHIM MOH ROAD,GM6B,22917.7735,32435.7026,MULTI-STOREY CAR PARK
2132,2.15,BLK 2 GEYLANG SERAI,GSM,35236.2639,33275.6378,MULTI-STOREY CAR PARK
2133,2.15,BLK 138 LORONG 1A TOA PAYOH,TPMP,29277.9112,35429.2632,MULTI-STOREY CAR PARK
2134,2.15,BLK 102A/102B DEPOT ROAD,DRS,25737.908,29213.3689,SURFACE CAR PARK
2135,2.15,BLK 574 WOODLANDS DRIVE 16,W574,24118.936,45812.819,MULTI-STOREY CAR PARK
2136,2.15,BLK 30A NEW UPPER CHANGI ROAD,B81,39309.7384,33939.7118,MULTI-STOREY CAR PARK
2137,0,BLK 61/62 JALAN MA'MOR,BR22,30701.4824,34507.3281,SURFACE CAR PARK
2138,2.15,512 YISHUN STREET 51,Y72M,28882.336,44065.4057,MULTI-STOREY CAR PARK
2139,0,BLK 720/723 ANG MO KIO AVENUE 8,A57,29518.5871,39336.4776,SURFACE CAR PARK
2140,2.15,BLK 141A LORONG 2 TOA PAYOH,TPMF,29366.473,35261.4638,MULTI-STOREY CAR PARK
2141,4.5,BLK 518/520 JURONG WEST STREET 52,J33,15152.9335,36434.7257,SURFACE CAR PARK
2142,2.15,BLK 234A BUKIT PANJANG RING ROAD,BJ33,21177.2481,40121.6311,MULTI-STOREY CAR PARK
2143,4.5,BLK 109/117 TECK WHYE LANE,CK2,18880.332,40136.4375,SURFACE CAR PARK
2144,0,BLK 118/124 TECK WHYE LANE,CK3,18734.6348,40064.9164,SURFACE CAR PARK
2145,4.5,BLK 20/23 SAINT GEORGE ROAD,SG3,31211.6165,34153.5582,SURFACE CAR PARK
2146,4.5,BLK 139-144 BISHAN STREET 12,BE7,30192.8737,36349.311,SURFACE CAR PARK
2147,2,BLK 32A JALAN BAHAGIA,BRM2,30711.6128,34245.0049,MULTI-STOREY CAR PARK
2148,2,BLK 98A WHAMPOA DRIVE,BRM3,30374.6768,33753.3566,MULTI-STOREY CAR PARK
2149,2.1,BLK 85A WHAMPOA DRIVE,BRM4,30532.4552,33886.3275,MULTI-STOREY CAR PARK
2150,1.85,BLK 246A BISHAN STREET 22,BE34,29146.6066,38113.6749,MULTI-STOREY CAR PARK
2151,1.9,BLK 601A ELIAS ROAD,PM29,40247.7753,39924.3544,MULTI-STOREY CAR PARK
2152,0,BLK 12/22 TELOK BLANGAH CRESCENT,TB3,26458.5039,28811.9141,SURFACE CAR PARK
2153,2.15,BLK 63A TEBAN GARDENS ROAD,TGM1,17493.7022,33714.2794,MULTI-STOREY CAR PARK
2154,4.5,BLK 14/19 SAINT GEORGE RD,SG2,31215.5547,34039.582,SURFACE CAR PARK
2155,2.15,BLK 469 BUKIT BATOK WEST AVE 9,U72,17815.862,37483.2252,MULTI-STOREY CAR PARK
2156,4.5,BLK 537/542 SERANGOON NORTH AVENUE 4,SE33,32372.4102,39573.3748,SURFACE CAR PARK
2157,2.15,BLK 588A WOODLANDS DRIVE 16,W588,23701.8273,45550.4272,MULTI-STOREY CAR PARK
2158,4.2,BLK 740 TO 745 PASIR RIS STREET 71,P40L,39419.6994,40009.1936,SURFACE CAR PARK
2159,4.5,BLK 329/333 JURONG EAST AVENUE 1,J22,16523.8906,37047.8984,SURFACE CAR PARK
2160,2.15,BLK 306A CANBERRA ROAD,SB6,26802.1975,47444.0071,MULTI-STOREY CAR PARK
2161,4.5,BLK 462-467 JURONG WEST STREET 41,J40,15709.2368,36905.2238,SURFACE CAR PARK
2162,4.5,BLK 401/408 JURONG WEST STREET 42,J50,15669.4749,37311.863,SURFACE CAR PARK
2163,2.15,BLK 338 ANCHORVALE CRESCENT,S107,34275.0208,42337.3597,MULTI-STOREY CAR PARK
2164,2.15,BLK 351 ANCHORVALE ROAD,S110,33931.8699,41689.9061,MULTI-STOREY CAR PARK
2165,0,BLK 65 & 80 CIRCUIT ROAD,M20,34003.7503,34423.7894,SURFACE CAR PARK
2166,4.5,BLK 53 TO 56/68/70/71/72 PIPIT RD/CIRCUIT ROAD,M25,34105.2715,34051.7061,SURFACE CAR PARK
2167,2.15,BLK 448 SENGKANG WEST WAY,SK87,32429.5956,41673.2254,MULTI-STOREY CAR PARK
2168,2.15,BLK 592 MONTREAL LINK,SB33,27345.0145,48093.3785,MULTI-STOREY CAR PARK
2169,2.15,BLK 431 BEDOK NORTH ROAD,B10M,39040.5507,34603.0432,MULTI-STOREY CAR PARK
2170,2.15,BLK 146A 146A TECK WHYE AVENUE,CK6A,19076.7918,40333.5431,MULTI-STOREY CAR PARK
2171,4.5,BLK 108/110/112 JALAN BUKIT MERAH,TE3,27201.2559,29132.8223,SURFACE CAR PARK
2172,2.15,BLK 625A CHOA CHU KANG STREET 62,CKM2,18365.515,42251.984,MULTI-STOREY CAR PARK
2173,0,BLK 88/89 REDHILL CLOSE,BM19,26373.3689,29793.0744,SURFACE CAR PARK
2174,4.5,BLK 609-621 HOUGANG AVENUE 8,HG33,33681.9766,39065.4219,SURFACE CAR PARK
2175,2.15,BLK 647 TAMPINES STREET 62,NT6,40071.7965,38819.0019,MULTI-STOREY CAR PARK
2176,0,BLK 647 TAMPINES STREET 62,NT6L,40022.4095,38900.4834,SURFACE CAR PARK
2177,2.15,BLK 646 TAMPINES STREET 62,NT7,40204.2581,38671.6502,MULTI-STOREY CAR PARK
2178,2.15,BLK 352A ANG MO KIO STREET 32,AM96,29961.0968,38457.9118,MULTI-STOREY CAR PARK
2179,4.5,BLK 55/58 CHAI CHEE DRIVE,CC8,37584.5733,34347.0451,SURFACE CAR PARK
2180,2.15,BLK 513 YISHUN STREET 51,Y69M,29197.6771,44201.2772,MULTI-STOREY CAR PARK
2181,4.3,BLK 236/238 YISHUN RING ROAD,Y16A,28648.4057,46162.6732,SURFACE CAR PARK
2182,2.15,BLK 739A BEDOK RESERVOIR ROAD,B80,38020.7204,35604.61,MULTI-STOREY CAR PARK
2183,9.99,"BLK 117, 161 BUKIT MERAH CENTRAL",BM28,26052.9053,29603.6488,SURFACE CAR PARK
2184,9.99,BLK 351/353 JURONG EAST STREET 31,J26,16568.1895,36340.3828,SURFACE CAR PARK
2185,2.15,BLK 647A JURONG WEST STREET 61,J98M,12813.2745,35771.8721,MULTI-STOREY CAR PARK
2186,0,BLK 49/50 DORSET ROAD,KJ2,29932.1543,32838.1094,SURFACE CAR PARK
2187,0,BLK 121/122 & 127 BUKIT MERAH VIEW,HE4,26827.4609,29545.2148,SURFACE CAR PARK
2188,4.5,BLK 234-241 BUKIT PANJANG RING ROAD,BJ10,21026.3461,40101.7077,SURFACE CAR PARK
2189,9.99,BLK 474 JURONG WEST STREET 41,J42,15786.7041,36706.2305,SURFACE CAR PARK
2190,2.15,BLK 64 LENGKOK BAHRU,LBM,25985.8189,30193.5347,MULTI-STOREY CAR PARK
2191,4.5,BLK 1/5 DELTA AVENUE,H12,27342.3203,30487.627,SURFACE CAR PARK
2192,2.15,BLK 180 EDGEFIELD PLAINS,PL16,36463.3164,42276.7143,MULTI-STOREY CAR PARK
2193,5.4,BLK 633/640 ANG MO KIO STREET 61,A72,29136.44,40303.05,SURFACE CAR PARK
2194,0,BLK 641/645 ANG MO KIO STREET 61,A73,28835.3369,40091.5441,SURFACE CAR PARK
